"customerid","days_since_purchase","recency_score","num_orders","frequency_score","customer_revenue","monetary_score"
"16085",23,4,"12",5,"2341.03",4
"12704",7,5,"8",4,"2340.84",4
"17591",73,3,"8",4,"2339.32",4
"12584",3,5,"9",5,"2338.15",4
"15549",77,3,"8",5,"2334.16",4
"13614",24,4,"6",4,"2332.74",4
"16496",8,5,"6",4,"2330.77",4
"17313",31,4,"1",1,"2328.84",4
"17004",46,4,"4",4,"2324.36",4
"14938",562,1,"2",2,"2322.43",4
"13091",28,4,"3",3,"2321.82",4
"13055",78,3,"4",3,"2321.11",4
"16628",29,4,"7",4,"2318.10",4
"12724",5,5,"7",4,"2317.52",4
"12948",16,5,"9",5,"2317.43",4
"14346",120,3,"5",4,"2315.75",4
"17193",35,4,"9",5,"2310.04",4
"17282",130,3,"5",4,"2308.54",4
"13704",5,5,"9",5,"2308.06",4
"17113",574,1,"6",4,"2305.59",4
"17894",71,3,"18",5,"2304.58",4
"15946",502,1,"3",3,"2304.18",4
"14555",57,4,"6",4,"2304.03",4
"18095",312,2,"5",4,"2303.09",4
"16077",625,1,"1",2,"2300.40",4
"16531",22,4,"11",5,"2298.33",4
"13371",505,1,"2",2,"2297.66",4
"12599",29,4,"13",5,"2296.72",4
"12649",107,3,"8",4,"2294.65",4
"13280",122,3,"7",4,"2293.33",4
"13059",249,2,"10",5,"2291.77",4
"17047",85,3,"6",4,"2289.23",4
"17018",40,4,"6",4,"2287.70",4
"16485",77,3,"5",4,"2287.19",4
"14481",164,3,"5",4,"2284.69",4
"12684",7,5,"7",4,"2283.63",4
"18051",634,1,"7",4,"2282.28",4
"13655",114,3,"6",4,"2280.51",4
"14554",10,5,"4",3,"2279.49",4
"13994",3,5,"6",4,"2274.14",4
"17994",121,3,"11",5,"2270.03",4
"12725",371,2,"4",3,"2266.76",4
"15638",378,2,"6",4,"2265.20",4
"15734",114,3,"4",4,"2263.30",4
"13652",45,4,"5",4,"2262.05",4
"13814",92,3,"3",3,"2257.32",4
"13117",21,4,"18",5,"2255.66",4
"16350",21,4,"9",5,"2253.89",4
"17414",43,4,"6",4,"2249.52",4
"14432",9,5,"6",4,"2248.50",4
"14644",67,3,"7",4,"2247.72",4
"16177",50,4,"8",4,"2247.31",4
"16174",126,3,"7",4,"2246.75",4
"16883",187,3,"19",5,"2246.06",4
"13627",59,3,"7",4,"2245.90",4
"16042",22,4,"8",4,"2245.32",4
"13407",578,1,"3",3,"2244.70",4
"16823",227,2,"7",4,"2243.09",4
"14462",66,3,"12",5,"2242.81",4
"15865",40,4,"5",4,"2241.42",4
"15629",450,1,"4",4,"2240.90",4
"16551",95,3,"7",4,"2237.12",4
"17180",56,4,"11",5,"2236.77",4
"17075",17,5,"10",5,"2236.63",4
"16108",84,3,"4",3,"2235.92",4
"16076",3,5,"10",5,"2234.73",4
"13662",85,3,"11",5,"2233.61",4
"18215",89,3,"5",4,"2232.49",4
"14449",18,5,"8",4,"2230.96",4
"12783",2,5,"6",4,"2225.91",4
"13365",33,4,"2",2,"2225.37",4
"14321",10,5,"7",4,"2218.06",4
"17648",60,3,"5",4,"2216.37",4
"18177",31,4,"9",5,"2216.32",4
"13478",469,1,"5",4,"2215.78",4
"13455",24,4,"6",4,"2212.99",4
"13320",78,3,"6",4,"2211.60",4
"15550",4,5,"12",5,"2211.05",4
"15476",380,2,"4",3,"2209.98",4
"14177",86,3,"13",5,"2209.69",4
"13094",21,4,"13",5,"2209.44",4
"14834",17,5,"7",4,"2206.16",4
"14467",17,5,"12",5,"2203.24",4
"13410",24,4,"9",5,"2201.96",4
"14006",115,3,"7",4,"2196.67",4
"15100",333,2,"7",4,"2193.90",4
"16317",119,3,"5",4,"2192.51",4
"15934",417,1,"2",3,"2190.66",4
"14212",89,3,"2",2,"2190.14",4
"14597",11,5,"6",4,"2184.63",4
"15864",22,4,"7",4,"2180.76",4
"17905",71,3,"13",5,"2178.87",4
"17324",17,5,"12",5,"2171.07",4
"12856",7,5,"6",4,"2170.78",4
"12501",336,2,"1",2,"2169.39",4
"17732",372,2,"8",5,"2166.42",4
"14595",19,5,"8",4,"2164.45",4
"15944",276,2,"4",3,"2164.24",4
"14573",179,3,"13",5,"2163.12",4
"17822",420,1,"5",4,"2162.93",4
"17460",94,3,"16",5,"2157.97",4
"14407",107,3,"6",4,"2157.73",4
"16379",4,5,"4",4,"2157.40",4
"13643",31,4,"10",5,"2156.77",4
"15426",19,5,"9",5,"2156.35",4
"13224",60,3,"2",2,"2155.95",4
"16966",8,5,"7",4,"2154.97",4
"16600",4,5,"13",5,"2153.41",4
"16275",196,2,"3",3,"2151.11",4
"14216",3,5,"5",4,"2150.04",4
"16716",266,2,"3",3,"2149.68",4
"17272",42,4,"4",3,"2148.63",4
"16520",186,3,"6",4,"2148.38",4
"16004",474,1,"5",4,"2146.39",4
"13152",417,1,"7",4,"2146.38",4
"16134",21,4,"5",4,"2145.34",4
"18009",235,2,"8",5,"2144.23",4
"12576",35,4,"8",4,"2142.72",4
"13092",70,3,"12",5,"2140.28",4
"12687",480,1,"2",2,"2138.91",4
"17029",110,3,"7",4,"2137.30",4
"17305",648,1,"1",1,"2135.46",4
"18116",67,3,"13",5,"2134.49",4
"12560",5,5,"3",3,"2134.01",4
"16493",79,3,"7",4,"2132.09",4
"13517",59,3,"3",3,"2128.42",4
"14634",437,1,"4",3,"2124.46",4
"16807",142,3,"6",4,"2123.88",4
"16996",30,4,"9",5,"2123.61",4
"14472",103,3,"9",5,"2118.72",4
"14360",31,4,"4",4,"2118.03",4
"15658",190,2,"8",4,"2117.27",4
"14691",30,4,"5",4,"2114.33",4
"16201",3,5,"5",4,"2112.12",4
"16054",145,3,"4",4,"2111.88",4
"12997",22,4,"8",5,"2110.91",4
"14399",394,2,"8",4,"2108.21",4
"13755",3,5,"9",5,"2108.06",4
"13610",12,5,"14",5,"2103.71",4
"15252",36,4,"5",4,"2103.41",4
"14276",98,3,"7",4,"2102.68",4
"14499",26,4,"7",4,"2101.79",4
"15815",63,3,"5",4,"2100.60",4
"12975",436,1,"6",4,"2100.09",4
"17897",172,3,"9",5,"2099.89",4
"17159",21,4,"5",4,"2099.59",4
"12610",22,4,"5",4,"2099.54",4
"17742",113,3,"11",5,"2098.48",4
"13753",287,2,"4",3,"2094.57",4
"13591",64,3,"7",4,"2093.94",4
"14469",416,1,"4",3,"2093.46",4
"13265",53,4,"5",4,"2092.66",4
"15456",283,2,"10",5,"2091.52",4
"15151",423,1,"2",2,"2085.61",4
"17705",3,5,"11",5,"2083.90",4
"16016",3,5,"11",5,"2083.40",4
"16934",54,4,"6",4,"2083.14",4
"14443",53,4,"5",4,"2082.97",4
"18026",500,1,"2",2,"2074.07",4
"17048",117,3,"7",4,"2071.68",4
"17585",109,3,"7",4,"2064.71",4
"13748",95,3,"9",5,"2064.35",4
"16726",26,4,"7",4,"2063.88",4
"12586",17,5,"4",4,"2062.67",4
"16795",365,2,"3",3,"2062.41",4
"15221",366,2,"4",3,"2062.20",4
"13476",178,3,"5",4,"2061.47",4
"18258",464,1,"6",4,"2059.67",4
"17633",31,4,"7",4,"2057.39",4
"12518",0,5,"5",4,"2056.89",4
"15253",16,5,"8",4,"2055.09",4
"14188",30,4,"6",4,"2054.36",4
"16235",40,4,"9",5,"2053.71",4
"16794",1,5,"15",5,"2052.70",4
"16176",421,1,"4",3,"2052.69",4
"17086",7,5,"6",4,"2050.08",4
"13874",358,2,"7",4,"2049.15",4
"16027",91,3,"15",5,"2048.36",4
"14232",42,4,"5",4,"2048.07",4
"17666",3,5,"5",4,"2047.80",4
"13663",179,3,"5",4,"2047.51",4
"14000",211,2,"5",4,"2046.34",4
"15473",14,5,"8",5,"2046.00",4
"12868",185,3,"8",4,"2043.76",4
"17289",31,4,"9",5,"2041.80",4
"12585",234,2,"2",2,"2040.10",4
"14988",211,2,"7",4,"2038.65",4
"16214",170,3,"4",3,"2038.25",4
"16331",432,1,"6",4,"2037.70",4
"17846",85,3,"1",1,"2033.10",4
"13630",5,5,"7",4,"2031.78",4
"14225",434,1,"4",3,"2031.07",4
"15272",57,4,"6",4,"2030.95",4
"15506",22,4,"6",4,"2030.33",4
"15164",68,3,"9",5,"2028.11",4
"15384",169,3,"4",4,"2027.79",4
"12873",282,2,"3",3,"2027.30",4
"13989",65,3,"5",4,"2026.06",4
"14631",50,4,"6",4,"2025.69",4
"14651",67,3,"9",5,"2025.52",4
"12418",112,3,"4",3,"2021.20",4
"13696",421,1,"3",3,"2020.40",4
"16221",36,4,"9",5,"2019.92",4
"12348",75,3,"5",4,"2019.40",4
"14623",32,4,"10",5,"2016.98",4
"16197",469,1,"9",5,"2016.71",4
"17152",194,2,"4",4,"2016.50",4
"17126",152,3,"9",5,"2016.43",4
"13693",374,2,"9",5,"2011.82",4
"17671",15,5,"5",4,"2009.16",4
"13888",119,3,"7",4,"2001.59",4
"16332",28,4,"11",5,"2000.01",4
"14628",91,3,"5",4,"1998.00",4
"16698",226,2,"2",3,"1998.00",4
"15990",44,4,"7",4,"1997.75",4
"14152",75,3,"7",4,"1997.34",4
"15481",401,2,"1",1,"1993.34",4
"14301",117,3,"4",4,"1992.18",4
"16065",365,2,"8",5,"1992.13",4
"13889",92,3,"6",4,"1991.23",4
"17088",28,4,"4",4,"1991.01",4
"16960",38,4,"8",5,"1990.88",4
"17351",36,4,"12",5,"1988.23",4
"16529",190,2,"4",3,"1986.80",4
"15478",40,4,"3",3,"1983.48",4
"14967",49,4,"6",4,"1982.61",4
"17337",151,3,"4",4,"1981.06",4
"13725",49,4,"8",4,"1980.56",4
"12582",238,2,"4",4,"1980.40",4
"17158",32,4,"5",4,"1980.00",4
"15030",71,3,"8",4,"1979.91",4
"15795",149,3,"8",5,"1979.87",4
"13208",58,4,"9",5,"1976.30",4
"18204",71,3,"3",3,"1975.35",4
"15531",8,5,"2",3,"1972.39",4
"17797",22,4,"8",4,"1971.87",4
"14905",157,3,"8",5,"1971.39",4
"12674",38,4,"4",3,"1970.60",4
"14477",19,4,"7",4,"1969.60",4
"14396",65,3,"7",4,"1969.38",4
"16032",456,1,"6",4,"1965.72",4
"17966",37,4,"10",5,"1963.92",4
"17997",74,3,"8",5,"1962.46",4
"12399",119,3,"7",4,"1962.30",4
"15789",358,2,"6",4,"1962.01",4
"16290",464,1,"4",3,"1957.70",4
"17039",604,1,"1",1,"1954.99",4
"18016",32,4,"7",4,"1954.56",4
"14794",2,5,"10",5,"1953.90",4
"17554",1,5,"5",4,"1952.45",4
"13761",50,4,"6",4,"1952.17",4
"15885",92,3,"15",5,"1951.82",4
"16993",463,1,"2",2,"1950.95",4
"14014",77,3,"3",3,"1948.21",4
"15620",56,4,"4",4,"1942.36",4
"15425",400,2,"4",4,"1941.12",4
"12385",379,2,"1",1,"1938.40",4
"16619",263,2,"4",3,"1938.33",4
"14418",3,5,"3",3,"1937.25",4
"15561",11,5,"8",5,"1934.39",4
"12528",9,5,"6",4,"1933.48",4
"12531",14,5,"2",3,"1933.20",4
"16859",144,3,"7",4,"1932.41",4
"15803",51,4,"4",3,"1929.66",4
"17236",12,5,"12",5,"1929.26",4
"16788",123,3,"5",4,"1928.93",4
"13029",30,4,"5",4,"1927.30",4
"14492",430,1,"7",4,"1921.91",4
"16681",72,3,"7",4,"1921.84",4
"18220",226,2,"6",4,"1921.76",4
"14901",11,5,"12",5,"1919.00",4
"12644",129,3,"4",4,"1918.49",4
"12842",70,3,"4",3,"1917.99",4
"14332",22,4,"5",4,"1917.41",4
"16650",71,3,"7",4,"1916.11",4
"16555",35,4,"6",4,"1915.68",4
"16692",256,2,"4",3,"1914.70",4
"17046",157,3,"5",4,"1906.07",4
"16942",12,5,"9",5,"1904.99",4
"14250",7,5,"3",3,"1904.05",4
"14127",122,3,"6",4,"1900.08",4
"14710",14,5,"13",5,"1899.79",4
"12762",7,5,"2",2,"1898.52",4
"14389",65,3,"5",4,"1898.01",4
"14730",1,5,"8",4,"1897.57",4
"17560",94,3,"9",5,"1895.80",4
"14327",163,3,"6",4,"1894.93",4
"15248",411,1,"3",3,"1893.93",4
"13984",26,4,"12",5,"1893.80",4
"17350",8,5,"7",4,"1893.70",4
"16631",481,1,"7",4,"1892.52",4
"13276",63,3,"5",4,"1891.91",4
"15381",213,2,"5",4,"1890.57",4
"14912",16,5,"6",4,"1889.25",4
"17609",40,4,"11",5,"1887.90",4
"16172",95,3,"8",4,"1884.55",4
"14403",130,3,"6",4,"1880.51",4
"16660",16,5,"7",4,"1879.55",4
"18151",134,3,"6",4,"1879.44",4
"17227",18,5,"12",5,"1878.93",4
"15197",10,5,"6",4,"1877.51",4
"13946",79,3,"6",4,"1876.23",4
"16426",2,5,"10",5,"1863.76",4
"14887",79,3,"1",1,"1862.00",4
"13503",71,3,"6",4,"1859.24",4
"14305",71,3,"3",3,"1858.96",4
"14130",319,2,"4",3,"1858.77",4
"16043",37,4,"8",5,"1856.59",4
"15081",22,4,"12",5,"1854.57",4
"16049",40,4,"6",4,"1852.15",4
"16917",276,2,"2",2,"1851.88",4
"12383",184,3,"5",4,"1850.56",4
"12381",4,5,"5",4,"1845.31",4
"12507",134,3,"4",3,"1844.06",4
"18180",4,5,"6",4,"1843.75",4
"12694",70,3,"3",3,"1843.35",4
"12950",2,5,"3",3,"1843.00",4
"15201",87,3,"7",4,"1842.95",4
"16102",42,4,"3",3,"1842.14",4
"14224",110,3,"9",5,"1841.71",4
"13168",36,4,"5",4,"1840.73",4
"17919",88,3,"2",2,"1840.32",4
"15822",3,5,"6",4,"1840.06",4
"14870",261,2,"6",4,"1838.95",4
"13924",1,5,"6",4,"1838.85",4
"17015",28,4,"3",3,"1838.61",4
"16175",94,3,"7",4,"1836.44",4
"15402",148,3,"6",4,"1830.54",4
"16152",268,2,"1",1,"1829.04",4
"16825",38,4,"5",4,"1826.89",4
"17244",53,4,"5",4,"1826.04",4
"14896",204,2,"8",4,"1826.00",4
"15678",52,4,"3",3,"1825.94",4
"14715",24,4,"8",4,"1825.45",4
"13884",7,5,"10",5,"1825.03",4
"17642",119,3,"5",4,"1824.49",4
"16169",8,5,"4",3,"1822.97",4
"14738",42,4,"9",5,"1821.90",4
"15339",66,3,"7",4,"1821.02",4
"16205",30,4,"7",4,"1820.11",4
"17828",22,4,"4",4,"1820.09",4
"14553",19,4,"9",5,"1818.60",4
"16233",71,3,"9",5,"1818.31",4
"17787",152,3,"4",4,"1817.54",4
"15807",50,4,"5",4,"1817.52",4
"12494",15,5,"9",5,"1815.27",4
"16880",30,4,"8",4,"1813.21",4
"14915",91,3,"11",5,"1811.25",4
"16474",7,5,"7",4,"1810.65",4
"14893",9,5,"3",3,"1809.61",4
"15530",21,4,"5",4,"1808.68",4
"17888",21,4,"25",5,"1807.44",4
"15133",127,3,"5",4,"1806.90",4
"13561",215,2,"11",5,"1803.40",4
"18161",15,5,"6",4,"1803.10",4
"14723",10,5,"11",5,"1803.06",4
"16797",393,2,"5",4,"1802.02",4
"16249",52,4,"5",4,"1800.07",4
"18235",71,3,"3",3,"1796.48",4
"18236",29,4,"12",5,"1795.35",4
"17165",284,2,"6",4,"1794.32",4
"14708",2,5,"5",4,"1793.22",4
"18122",8,5,"6",4,"1793.06",4
"13711",218,2,"9",5,"1792.26",4
"13375",88,3,"2",2,"1792.23",4
"12369",413,1,"3",3,"1791.15",4
"17603",78,3,"4",3,"1788.38",4
"13782",12,5,"13",5,"1786.08",4
"15608",28,4,"5",4,"1785.98",4
"16611",186,3,"6",4,"1785.13",4
"15452",29,4,"6",4,"1785.11",4
"15128",60,3,"5",4,"1783.68",4
"16110",45,4,"4",3,"1781.59",4
"18214",530,1,"4",3,"1780.34",4
"15220",51,4,"6",4,"1778.96",4
"16770",57,4,"9",5,"1778.93",4
"16510",372,2,"6",4,"1777.50",4
"12458",71,3,"4",4,"1777.49",4
"12908",176,3,"5",4,"1776.00",4
"12778",19,5,"9",5,"1775.68",4
"13920",431,1,"4",3,"1774.68",4
"16124",317,2,"4",3,"1772.49",4
"15594",15,5,"5",4,"1771.78",4
"14850",311,2,"7",4,"1770.96",4
"14933",443,1,"4",3,"1770.00",4
"15972",456,1,"5",4,"1769.33",4
"15736",435,1,"2",3,"1767.12",4
"13456",17,5,"6",4,"1766.72",4
"16751",30,4,"1",1,"1764.72",4
"13648",400,2,"8",5,"1764.02",4
"13717",32,4,"8",4,"1763.30",4
"12784",9,5,"3",3,"1763.15",4
"15777",241,2,"7",4,"1762.61",4
"16511",21,4,"6",4,"1760.49",4
"16620",3,5,"6",4,"1758.93",4
"16266",73,3,"14",5,"1757.95",4
"16595",61,3,"5",4,"1757.75",4
"12809",177,3,"3",3,"1755.94",4
"14704",11,5,"11",5,"1752.92",4
"14522",24,4,"8",5,"1748.42",4
"16639",31,4,"4",4,"1747.98",4
"13808",5,5,"5",4,"1747.66",4
"17695",131,3,"5",4,"1746.04",4
"16348",32,4,"8",5,"1744.42",4
"16380",61,3,"1",1,"1743.15",4
"15605",36,4,"9",5,"1741.95",4
"12425",78,3,"2",2,"1741.41",4
"16087",389,2,"5",4,"1739.92",4
"17974",24,4,"6",4,"1739.09",4
"14584",169,3,"8",4,"1738.16",4
"14075",4,5,"6",4,"1734.87",4
"17268",107,3,"11",5,"1733.89",4
"13026",1,5,"9",5,"1733.08",4
"14400",149,3,"3",3,"1732.47",4
"17432",18,5,"9",5,"1728.99",4
"16891",1,5,"11",5,"1727.94",4
"14387",32,4,"3",3,"1727.60",4
"16809",23,4,"9",5,"1727.43",4
"15730",65,3,"5",4,"1726.58",4
"17190",58,4,"7",4,"1726.57",4
"14304",222,2,"3",3,"1725.01",4
"13363",17,5,"3",3,"1723.86",4
"16374",66,3,"5",4,"1723.40",4
"17135",16,5,"10",5,"1722.18",4
"17451",1,5,"7",4,"1721.40",4
"16119",8,5,"8",4,"1720.81",4
"15267",22,4,"5",4,"1717.36",4
"13705",7,5,"7",4,"1717.19",4
"14021",155,3,"7",4,"1716.58",4
"17162",28,4,"10",5,"1715.46",4
"14692",137,3,"12",5,"1715.14",4
"14741",11,5,"7",4,"1713.09",4
"18239",218,2,"6",4,"1712.26",4
"14447",18,5,"6",4,"1711.73",4
"13665",386,2,"3",3,"1711.66",4
"17750",5,5,"9",5,"1710.45",4
"12405",148,3,"1",1,"1710.39",4
"13104",3,5,"9",5,"1709.10",4
"17731",79,3,"6",4,"1708.99",4
"15607",336,2,"9",5,"1708.97",4
"15947",82,3,"1",1,"1708.24",4
"12407",49,4,"5",4,"1708.12",4
"16902",116,3,"1",2,"1706.88",4
"13309",7,5,"6",4,"1706.37",4
"16398",154,3,"2",2,"1705.80",4
"14859",12,5,"5",4,"1705.64",4
"12693",127,3,"7",4,"1703.02",4
"15326",333,2,"5",4,"1700.52",4
"15911",623,1,"8",4,"1700.24",4
"16768",47,4,"9",5,"1698.57",4
"12932",539,1,"8",4,"1698.56",4
"17813",14,5,"5",4,"1698.07",4
"17694",141,3,"3",3,"1695.97",4
"16899",7,5,"8",4,"1695.77",4
"16010",245,2,"11",5,"1694.86",4
"15976",165,3,"6",4,"1694.41",4
"12764",316,2,"1",1,"1693.88",4
"14245",219,2,"2",2,"1693.45",4
"16671",28,4,"3",3,"1692.27",4
"13838",5,5,"10",5,"1690.07",4
"13294",189,2,"3",3,"1689.53",4
"13566",40,4,"5",4,"1688.60",4
"16725",302,2,"14",5,"1688.26",4
"12813",501,1,"3",3,"1687.80",4
"12775",17,5,"7",4,"1686.12",4
"13516",21,4,"4",3,"1685.26",4
"14643",170,3,"5",4,"1679.89",4
"15551",36,4,"7",4,"1679.81",4
"13800",309,2,"3",3,"1679.56",4
"12870",375,2,"3",3,"1676.95",4
"14831",680,1,"3",3,"1676.57",4
"13149",14,5,"4",3,"1676.06",4
"17656",73,3,"5",4,"1674.69",4
"13587",63,3,"4",3,"1673.50",4
"13308",22,4,"4",4,"1670.37",4
"13417",4,5,"6",4,"1669.49",4
"13184",14,5,"10",5,"1668.95",4
"17534",53,4,"5",4,"1668.83",4
"13434",74,3,"5",4,"1666.86",4
"13064",12,5,"6",4,"1666.84",4
"15192",119,3,"5",4,"1666.39",4
"17321",8,5,"6",4,"1665.21",4
"16329",427,1,"4",4,"1664.92",4
"12912",2,5,"5",4,"1662.30",4
"15214",1,5,"8",4,"1661.44",4
"15649",336,2,"4",4,"1660.35",4
"14583",5,5,"8",4,"1660.29",4
"18096",11,5,"6",4,"1657.87",4
"18276",43,4,"6",4,"1656.52",4
"17041",26,4,"6",4,"1655.20",4
"16625",274,2,"5",4,"1654.03",4
"16813",8,5,"10",5,"1652.18",4
"12911",551,1,"1",1,"1651.72",4
"16634",222,2,"6",4,"1649.81",4
"12657",11,5,"4",3,"1643.18",4
"14420",99,3,"4",3,"1639.17",4
"12933",24,4,"8",4,"1636.63",4
"12398",45,4,"1",1,"1635.66",4
"17006",4,5,"8",5,"1635.27",4
"15310",478,1,"1",1,"1634.64",4
"18062",173,3,"6",4,"1632.67",4
"14164",70,3,"2",2,"1631.77",4
"18136",63,3,"5",4,"1631.36",4
"17571",50,4,"5",4,"1630.91",4
"14904",2,5,"4",4,"1630.49",4
"16256",266,2,"3",3,"1629.37",4
"13554",380,2,"7",4,"1629.35",4
"15167",320,2,"5",4,"1627.62",4
"14759",4,5,"3",3,"1625.97",4
"13154",399,2,"3",3,"1624.84",4
"15172",8,5,"5",4,"1624.05",4
"14937",56,4,"3",3,"1621.88",4
"12379",81,3,"4",3,"1620.22",4
"15422",323,2,"7",4,"1619.97",4
"12577",35,4,"8",4,"1617.10",4
"16224",57,4,"5",4,"1616.54",4
"14336",16,5,"4",4,"1614.91",4
"15013",487,1,"10",5,"1610.82",4
"16860",452,1,"3",3,"1610.62",4
"13900",183,3,"6",4,"1610.59",4
"17814",375,2,"2",2,"1609.37",4
"12847",22,4,"2",2,"1609.00",4
"13249",92,3,"9",5,"1608.93",4
"14920",212,2,"3",3,"1607.17",4
"12947",143,3,"6",4,"1603.99",4
"17515",31,4,"9",5,"1602.51",4
"15325",103,3,"8",4,"1601.46",4
"14178",8,5,"7",4,"1600.26",4
"14885",131,3,"3",3,"1598.12",4
"12514",267,2,"2",3,"1597.76",4
"17853",407,2,"3",3,"1596.29",4
"15134",14,5,"10",5,"1596.29",4
"13850",129,3,"1",2,"1595.48",4
"13239",261,2,"5",4,"1594.69",4
"16801",163,3,"4",4,"1594.23",4
"17028",581,1,"3",3,"1593.83",4
"15289",29,4,"5",4,"1593.09",4
"17540",24,4,"6",4,"1590.60",4
"16092",114,3,"6",4,"1587.94",4
"17345",15,5,"10",5,"1586.63",4
"13156",385,2,"3",3,"1586.54",4
"16096",264,2,"4",3,"1584.97",4
"13740",240,2,"5",4,"1582.77",4
"17867",30,4,"15",5,"1582.05",4
"14719",1,5,"5",4,"1581.84",4
"15279",354,2,"5",4,"1580.54",4
"13202",394,2,"7",4,"1580.30",4
"14587",18,5,"9",5,"1580.29",4
"13752",124,3,"7",4,"1579.83",4
"17222",65,3,"6",4,"1579.51",4
"12607",60,3,"1",1,"1579.51",4
"17649",138,3,"3",3,"1578.89",4
"13186",39,4,"3",3,"1575.89",4
"12549",575,1,"6",4,"1575.68",4
"13337",546,1,"1",1,"1575.26",4
"14489",207,2,"4",3,"1574.93",4
"16099",50,4,"7",4,"1573.20",4
"17886",31,4,"6",4,"1572.55",4
"14136",400,2,"5",4,"1570.81",4
"14198",18,5,"9",5,"1569.73",4
"13539",85,3,"7",4,"1569.36",4
"17624",14,5,"4",3,"1568.63",4
"16774",67,3,"8",4,"1567.48",4
"17235",25,4,"8",4,"1562.98",4
"13939",23,4,"7",4,"1560.96",4
"15466",85,3,"4",3,"1560.46",4
"12629",385,2,"2",2,"1558.22",4
"14236",80,3,"5",4,"1555.34",4
"16394",56,4,"5",4,"1555.34",4
"15149",133,3,"5",4,"1554.61",4
"18149",50,4,"7",4,"1553.96",4
"13360",431,1,"4",4,"1553.65",4
"14078",101,3,"9",5,"1553.47",4
"15074",105,3,"3",3,"1553.13",4
"13377",396,2,"2",2,"1552.88",4
"17851",422,1,"6",4,"1552.35",4
"17323",15,5,"12",5,"1551.04",4
"14987",15,5,"8",5,"1550.65",4
"14186",427,1,"5",4,"1550.63",4
"16366",18,5,"4",3,"1548.13",4
"17454",192,2,"10",5,"1547.94",4
"14754",44,4,"6",4,"1547.93",4
"16461",177,3,"3",3,"1545.83",4
"16790",3,5,"6",4,"1545.62",4
"16017",47,4,"5",4,"1545.58",4
"18036",32,4,"11",5,"1545.49",4
"15732",212,2,"10",5,"1543.97",4
"16915",9,5,"11",5,"1543.18",4
"13783",487,1,"4",3,"1542.09",4
"12818",261,2,"1",1,"1542.08",4
"17837",42,4,"8",4,"1541.23",4
"13310",28,4,"5",4,"1541.20",4
"15987",12,5,"8",5,"1535.99",4
"15798",492,1,"3",3,"1535.37",4
"14695",519,1,"3",3,"1534.22",4
"18252",50,4,"7",4,"1533.69",4
"16491",46,4,"2",3,"1533.16",4
"14567",56,4,"2",2,"1530.36",4
"15701",2,5,"4",4,"1529.00",4
"17990",236,2,"6",4,"1527.61",4
"12926",411,1,"4",4,"1523.97",4
"16244",211,2,"2",2,"1522.75",4
"15587",50,4,"7",4,"1522.08",4
"16066",16,5,"5",4,"1521.04",4
"14055",106,3,"3",3,"1520.96",4
"14264",154,3,"6",4,"1517.36",4
"14068",320,2,"4",3,"1516.72",4
"14267",162,3,"3",3,"1516.24",4
"13791",127,3,"2",2,"1516.00",4
"14220",247,2,"4",4,"1515.00",4
"14682",187,3,"6",4,"1514.81",4
"17764",50,4,"5",4,"1513.57",4
"17610",540,1,"5",4,"1511.94",4
"17977",29,4,"2",2,"1511.45",4
"16037",269,2,"5",4,"1509.34",4
"15948",8,5,"3",3,"1509.09",4
"16910",4,5,"8",4,"1508.96",4
"13158",94,3,"5",4,"1508.18",4
"15261",135,3,"4",4,"1508.00",4
"17179",178,3,"6",4,"1507.26",4
"18022",35,4,"5",4,"1507.25",4
"15110",23,4,"6",4,"1505.85",4
"16450",149,3,"3",3,"1505.73",4
"14802",438,1,"2",2,"1502.98",4
"13810",28,4,"3",3,"1499.01",4
"16714",218,2,"4",3,"1497.33",4
"15590",382,2,"5",4,"1496.60",4
"16340",107,3,"3",3,"1496.24",4
"15173",380,2,"7",4,"1494.60",4
"14894",85,3,"3",3,"1492.81",4
"16239",56,4,"6",4,"1492.20",4
"16314",389,2,"3",3,"1491.40",4
"18268",134,3,"6",4,"1490.23",4
"13042",598,1,"3",3,"1488.59",4
"17290",3,5,"8",5,"1487.96",4
"14609",72,3,"10",5,"1486.20",4
"16654",141,3,"8",5,"1484.07",4
"15630",45,4,"3",3,"1481.40",4
"15101",8,5,"6",4,"1477.94",4
"13240",96,3,"8",4,"1475.79",4
"14246",110,3,"3",3,"1474.06",4
"16907",29,4,"9",5,"1470.89",4
"17590",2,5,"3",3,"1468.02",4
"13500",23,4,"4",4,"1466.30",4
"16419",112,3,"8",4,"1463.70",4
"12882",9,5,"2",2,"1463.04",4
"16586",248,2,"3",3,"1462.78",4
"18196",95,3,"4",4,"1457.19",4
"16835",128,3,"6",4,"1456.66",4
"14829",29,4,"7",4,"1455.87",4
"15071",93,3,"4",3,"1455.56",4
"16569",3,5,"5",4,"1455.23",4
"13649",256,2,"6",4,"1453.68",4
"12970",7,5,"10",5,"1453.60",4
"17259",148,3,"6",4,"1452.39",4
"13165",46,4,"3",3,"1451.16",4
"13361",472,1,"2",2,"1450.50",4
"14657",17,5,"6",4,"1450.19",4
"16121",57,4,"5",4,"1450.04",4
"15876",409,2,"2",3,"1449.14",4
"13023",64,3,"3",3,"1449.03",4
"15076",172,3,"3",3,"1447.74",4
"17582",236,2,"5",4,"1446.95",4
"17073",17,5,"4",3,"1446.09",4
